Name,Address_x,Closed bucket,Distance_x,Latitude,Longitude,Address_y,Rating,Distance_y
Pizza Pizza,"742 the Queensway, Etobicoke ON M8Y 1L5",LikelyOpen,99,43.62649329992186,-79.50358167641535,"742 The Queensway Etobicoke, ON M8Y 2V2 Canada ",2.5,96.1328565188463
Pizza Nova,"731 the Queensway (at Royal York Rd.), Toronto ON M8Y 1L4",LikelyOpen,106,43.62649329992186,-79.50358167641535,"731 The Queensway Toronto, ON M8Y 1L4 Canada ",2.5,107.23479327429706
Pizza Pizza,"125 the Queensway, Etobicoke ON M8Y 1H6",LikelyOpen,1819,43.62649329992186,-79.50358167641535,"742 The Queensway Etobicoke, ON M8Y 2V2 Canada ",2.5,96.1328565188463
Rocco's Pizza & Pasta,"972 the Queensway (Islington), Toronto ON M8Z 1P6",LikelyOpen,883,43.62649329992186,-79.50358167641535,"972 The Queensway Toronto, ON M8Z 1P6 Canada ",4.2,888.4843453670956
Pizza Pizza,"2731 Jane St, North York ON M3L 1S3",LikelyOpen,696,43.74751496038769,-79.5132569853195,"2731 Jane Street North York, ON M3L 1S3 Canada ",1.8,699.1697378776832
Pizza Pizza,"2731 Jane St, North York ON M3L 1S3",LikelyOpen,696,43.74751496038769,-79.5132569853195,"1837 Finch Avenue W Unit T-3 Toronto, ON M3N 2H1 Canada ",1.8,1093.7459080872093
Pizza Pizza,"3 1837 Finch Ave W, North York ON M3N 2H1",LikelyOpen,991,43.74751496038769,-79.5132569853195,"2731 Jane Street North York, ON M3L 1S3 Canada ",1.8,699.1697378776832
Pizza Pizza,"3 1837 Finch Ave W, North York ON M3N 2H1",LikelyOpen,991,43.74751496038769,-79.5132569853195,"1837 Finch Avenue W Unit T-3 Toronto, ON M3N 2H1 Canada ",1.8,1093.7459080872093
Pizza Hut,"77 Lower Jarvis St, Toronto ON M5E 1R8",VeryLikelyOpen,919,43.651318,-79.36023,"77 Lower Jarvis Toronto, ON M5E 1R8 Canada ",1.9,922.6141864706824
District Pizza,"30 Gristmill Ln, Toronto ON M5A 3C4",LikelyOpen,132,43.651318,-79.36023,"30 Gristmill Lane Toronto, ON M5A 3C4 Canada ",3.9,138.92600698435407
Pizza Nova,"222 the Esplanade, Toronto ON M5A 4M8",LikelyOpen,461,43.651318,-79.36023,"714 Queen Street E Toronto, ON M4M 1H2 Canada ",4.5,1204.1359930405963
Pizza Nova,"222 the Esplanade, Toronto ON M5A 4M8",LikelyOpen,461,43.651318,-79.36023,"222 The Esplanade Toronto, ON M5E Canada ",2.3,467.9769280685943
241 Pizza,"142 Parliament St, Toronto ON M5A 2Z1",LikelyOpen,486,43.651318,-79.36023,"142 Parliament Street Toronto, ON M5A 2Z1 Canada ",1.5,489.3920127258534
241 Pizza,"142 Parliament St, Toronto ON M5A 2Z1",LikelyOpen,486,43.651318,-79.36023,"451 Parliament Street Toronto, ON M5A 3A3 Canada ",2.6,1477.4836876649138
Pizza Nova,"31 Princess St, Toronto ON M5A 2S8",LikelyOpen,553,43.651318,-79.36023,"714 Queen Street E Toronto, ON M4M 1H2 Canada ",4.5,1204.1359930405963
Pizza Nova,"31 Princess St, Toronto ON M5A 2S8",LikelyOpen,553,43.651318,-79.36023,"222 The Esplanade Toronto, ON M5E Canada ",2.3,467.9769280685943
Domino's Pizza,"312 Queen St E, Toronto ON M5A 1S8",LikelyOpen,631,43.651318,-79.36023,"312 Queen Street E Toronto, ON M5A 1S8 Canada ",2.0,630.5212136895929
Domino's Pizza,"312 Queen St E, Toronto ON M5A 1S8",LikelyOpen,631,43.651318,-79.36023,"67 Richmond St E Toronto, ON M5C 1N9 Canada ",2.4,1191.8595308863046
Pizzaville,"190 Queens Quay E, Toronto ON M5A 3Y4",LikelyOpen,747,43.651318,-79.36023,"190 Queens Quay East Toronto, ON M5A 3Y4 Canada ",5.0,725.5523835385535
Pizza Pizza,"109 Front St E, Toronto ON M5A 4P7",LikelyOpen,886,43.651318,-79.36023,"678 Queen Street E Toronto, ON M4M 1G8 Canada ",2.1,1106.6983772961876
Pizza Pizza,"109 Front St E, Toronto ON M5A 4P7",LikelyOpen,886,43.651318,-79.36023,"109 Front Street East Toronto, ON M5E 1C7 Canada ",1.7,887.0295273447858
Pizza Pizza,"109 Front St E, Toronto ON M5A 4P7",LikelyOpen,886,43.651318,-79.36023,"60 Wellington Street E Toronto, ON M5E 1C7 Canada ",0.0,1155.3862997359756
Pizza Pizza,"200 King St E, Toronto ON M5A 3W8",VeryLikelyOpen,777,43.651318,-79.36023,"678 Queen Street E Toronto, ON M4M 1G8 Canada ",2.1,1106.6983772961876
Pizza Pizza,"200 King St E, Toronto ON M5A 3W8",VeryLikelyOpen,777,43.651318,-79.36023,"109 Front Street East Toronto, ON M5E 1C7 Canada ",1.7,887.0295273447858
Pizza Pizza,"200 King St E, Toronto ON M5A 3W8",VeryLikelyOpen,777,43.651318,-79.36023,"60 Wellington Street E Toronto, ON M5E 1C7 Canada ",0.0,1155.3862997359756
Pizza Pizza,"51 Dockside Dr, Toronto ON M5A 0B6",VeryLikelyOpen,923,43.651318,-79.36023,"678 Queen Street E Toronto, ON M4M 1G8 Canada ",2.1,1106.6983772961876
Pizza Pizza,"51 Dockside Dr, Toronto ON M5A 0B6",VeryLikelyOpen,923,43.651318,-79.36023,"109 Front Street East Toronto, ON M5E 1C7 Canada ",1.7,887.0295273447858
Pizza Pizza,"51 Dockside Dr, Toronto ON M5A 0B6",VeryLikelyOpen,923,43.651318,-79.36023,"60 Wellington Street E Toronto, ON M5E 1C7 Canada ",0.0,1155.3862997359756
Boston Pizza,"180 Rimrock Rd (at W R. Allen Rd), Toronto ON M3J 3A6",LikelyOpen,761,43.75558397112288,-79.47446032684479,"180 Rimrock Rd Toronto, ON M3J 3A6 Canada ",2.5,729.2208370842519
Pizzeria Libretto,"221 Ossington Ave (at Dundas St W), Toronto ON M6J 2Z8",VeryLikelyOpen,687,43.65246,-79.413528,"221 Ossington Avenue Toronto, ON M6J 2Z8 Canada ",4.0,669.7344482008243
Queen Margherita Pizza,"772 Dundas St W (Bathurst), Toronto ON M6J 1V1",LikelyOpen,488,43.65246,-79.413528,"772 Dundas Street West Toronto, ON M6J 1V1 Canada ",3.6,489.7419452183729
Pizzeria Via Mercanti,"188 Augusta Ave, Toronto ON M5T 2L6",VeryLikelyOpen,950,43.65246,-79.413528,"188 Augusta Avenue Toronto, ON M5T 1M1 Canada ",3.7,945.761601966429
Regina Pizzeria & Trattoria,"782 College St (btwn Shaw St & Roxton Rd), Toronto ON M6G 1C6",VeryLikelyOpen,651,43.65246,-79.413528,"782 College Street Toronto, ON M6G 1C6 Canada ",3.9,648.2546569068738
Tav's Gnocchi Pizza Bar,"589 College St, Toronto ON M6G 1B2",LikelyOpen,296,43.65246,-79.413528,"589 College St Toronto, ON M6G 1B2 Canada ",3.9,296.48419352694737
Pizzeria Libretto,"589 College St, Toronto ON M6G 1B2",LikelyOpen,305,43.65246,-79.413528,"221 Ossington Avenue Toronto, ON M6J 2Z8 Canada ",4.0,669.7344482008243
Giovanni's Italian Kitchen & Pizza Bar,"760A College St, Toronto ON M6G 1C4",LikelyOpen,584,43.65246,-79.413528,"760 College Street Toronto, ON M6G 4A7 Canada ",3.5,593.8487735340249
Pizzeria Da Mario,"253 Augusta Ave, Toronto ON M5T 2L8",LikelyOpen,971,43.65246,-79.413528,"253 Augusta Avenue Toronto, ON M5T 2L8 Canada ",4.6,966.952231929474
Goodfellas Wood Oven Pizza,"1 Old Mill Dr (Bloor St. W.), Toronto ON M6S 0A1",VeryLikelyOpen,905,43.6438036,-79.4770327,"1 Old Mill Drive York, ON M6S 0A1 Canada ",3.4,907.5280295064716
Pizza Pizza,"2241 Bloor St W, Toronto ON M6S 1N7",LikelyOpen,775,43.6438036,-79.4770327,"2449 Bloor Street W Toronto, ON M6S 1P7 Canada ",4.5,835.9481111191059
Pizza Pizza,"2241 Bloor St W, Toronto ON M6S 1N7",LikelyOpen,775,43.6438036,-79.4770327,"2241 Bloor Street W Toronto, ON M6S 1N6 Canada ",1.5,780.310885005481
Pizza Pizza,"2241 Bloor St W, Toronto ON M6S 1N7",LikelyOpen,775,43.6438036,-79.4770327,"1725 Bloor Street W Toronto, ON M6P 1B2 Canada ",2.3,1861.259869442732
Pizza Pizza,"2449 Bloor St W, Toronto ON M6S 1P7",LikelyOpen,838,43.6438036,-79.4770327,"2449 Bloor Street W Toronto, ON M6S 1P7 Canada ",4.5,835.9481111191059
Pizza Pizza,"2449 Bloor St W, Toronto ON M6S 1P7",LikelyOpen,838,43.6438036,-79.4770327,"2241 Bloor Street W Toronto, ON M6S 1N6 Canada ",1.5,780.310885005481
Pizza Pizza,"2449 Bloor St W, Toronto ON M6S 1P7",LikelyOpen,838,43.6438036,-79.4770327,"1725 Bloor Street W Toronto, ON M6P 1B2 Canada ",2.3,1861.259869442732
Pizza Pizza,"2449 Bloor St W, Toronto ON M6S 1P7",LikelyOpen,824,43.6438036,-79.4770327,"2449 Bloor Street W Toronto, ON M6S 1P7 Canada ",4.5,835.9481111191059
Pizza Pizza,"2449 Bloor St W, Toronto ON M6S 1P7",LikelyOpen,824,43.6438036,-79.4770327,"2241 Bloor Street W Toronto, ON M6S 1N6 Canada ",1.5,780.310885005481
Pizza Pizza,"2449 Bloor St W, Toronto ON M6S 1P7",LikelyOpen,824,43.6438036,-79.4770327,"1725 Bloor Street W Toronto, ON M6P 1B2 Canada ",2.3,1861.259869442732
Gatto Wood Oven Pizza,"2312 Bloor St W, Toronto ON M6S 1P2",LikelyOpen,792,43.6438036,-79.4770327,"2312 Bloor Street W Toronto, ON M6S 1P2 Canada ",3.9,781.0191712951957
Domino's Pizza,"222 Finch Ave W, North York ON M2R 1M6",VeryLikelyOpen,842,43.7774374,-79.4447096,"222 Finch Avenue W Unit 109-110 North York, ON M2R 1M6 Canada ",4.8,815.2214724981835
Pizza Pizza,"500 Rogers Rd, York ON M6M 1B3",VeryLikelyOpen,45,43.68233679999999,-79.4680594,"500 Rogers Road York, ON M6M 1B3 Canada ",3.3,1.7458052566152863e-09
Pizza Nova,"577 Rogers Rd, Toronto ON M6M 1B7",LikelyOpen,254,43.68233679999999,-79.4680594,"577 Rogers Road Toronto, ON M6M Canada ",3.7,255.08227533812587
Blaze Pizza,"10 Dundas St E, Toronto ON M5B 2G9",VeryLikelyOpen,389,43.658938,-79.383518,"10 Dundas Street E Toronto, ON M5B 2G9 Canada ",4.4,326.0254812297204
North of Brooklyn Pizzeria,"469 Church St (at Wellesley St.), Toronto ON M4Y 2C5",VeryLikelyOpen,663,43.658938,-79.383518,"469 Church Street Toronto, ON M4Y 2C5 Canada ",3.2,657.035524447699
Pizza Pizza,"761 Bay St, Toronto ON M5G 2R2",LikelyOpen,127,43.658938,-79.383518,"761 Bay Street Toronto, ON M5G 2R2 Canada ",2.3,143.91454876766704
Pizza Pizza,"761 Bay St, Toronto ON M5G 2R2",LikelyOpen,127,43.658938,-79.383518,"471 Yonge Street Toronto, ON M4Y 1A1 Canada ",2.6,339.8618364378096
Tosto Quickfire Pizza Pasta,"800 Bay St, Toronto ON M5S 3A9",VeryLikelyOpen,343,43.658938,-79.383518,"800 Bay Street Unit 101 Toronto, ON M5S 3A9 Canada ",3.6,342.38287853896264
Pizza Pizza,"346 Yonge St, Toronto ON M5B 1R8",LikelyOpen,185,43.658938,-79.383518,"761 Bay Street Toronto, ON M5G 2R2 Canada ",2.3,143.91454876766704
Pizza Pizza,"346 Yonge St, Toronto ON M5B 1R8",LikelyOpen,185,43.658938,-79.383518,"471 Yonge Street Toronto, ON M4Y 1A1 Canada ",2.6,339.8618364378096
Pizzaiolo,"770 Bay St (College St), Toronto ON M5G 0A6",LikelyOpen,233,43.658938,-79.383518,"770 Bay Street Toronto, ON M5G 0A6 Canada ",4.0,243.75522111675065
Pizza Pizza,"471 Yonge St, Toronto ON M4Y 1X4",LikelyOpen,340,43.658938,-79.383518,"761 Bay Street Toronto, ON M5G 2R2 Canada ",2.3,143.91454876766704
Pizza Pizza,"471 Yonge St, Toronto ON M4Y 1X4",LikelyOpen,340,43.658938,-79.383518,"471 Yonge Street Toronto, ON M4Y 1A1 Canada ",2.6,339.8618364378096
Pizzaiolo,"289 Dundas St W (at McCaul St), Toronto ON M5T 1G1",LikelyOpen,794,43.658938,-79.383518,"770 Bay Street Toronto, ON M5G 0A6 Canada ",4.0,243.75522111675065
Domino's Pizza,"478 Yonge St, Toronto ON M4Y 1X5",LikelyOpen,379,43.658938,-79.383518,"478 Yonge St Toronto, ON M4Y 1X5 Canada ",2.5,395.6778095115748
Pi Co,"432 Church St, Toronto ON M5B 2A4",LikelyOpen,409,43.658938,-79.383518,"180 Bloor St W Toronto, ON M5S 1T6 Canada ",4.0,1438.5244554581573
Pizza Pizza,"68 Wellesley St E, Toronto ON M4Y 1H2",LikelyOpen,781,43.658938,-79.383518,"761 Bay Street Toronto, ON M5G 2R2 Canada ",2.3,143.91454876766704
Pizza Pizza,"68 Wellesley St E, Toronto ON M4Y 1H2",LikelyOpen,781,43.658938,-79.383518,"471 Yonge Street Toronto, ON M4Y 1A1 Canada ",2.6,339.8618364378096
Pizza Studio,"500 Church St (Alexander St), Toronto ON M4Y 2C8",LikelyOpen,606,43.658938,-79.383518,"500 Church Street Unit 3 Toronto, ON M4Y 2C5 Canada ",3.6,609.0419446712585
Za Cafe Pizzeria + Bar,"372 Bay St, Toronto ON M5H 2W9",VeryLikelyOpen,896,43.658938,-79.383518,"372 Bay Street Toronto, ON M5H 2W9 Canada ",4.2,894.5095348508197
F'Amelia,"12 Amelia St (Parliament St), Toronto ON M4X 1E1",VeryLikelyOpen,339,43.664524,-79.36793,"12 Amelia Street Toronto, ON M4X 1E1 Canada ",3.5,338.9860782408084
North of Brooklyn Pizzeria,"469 Church St (at Wellesley St.), Toronto ON M4Y 2C5",VeryLikelyOpen,986,43.664524,-79.36793,"469 Church Street Toronto, ON M4Y 2C5 Canada ",3.2,1000.6050560064303
Pizza Pizza,"560 Parliament St (Prospect), Toronto ON M4X 1P8",LikelyOpen,321,43.664524,-79.36793,"297 Wellesley Street E Toronto, ON M4X 1G9 Canada ",2.0,413.4278437769045
Pizza Pizza,"560 Parliament St (Prospect), Toronto ON M4X 1P8",LikelyOpen,321,43.664524,-79.36793,"560 Parliament Street Toronto, ON M4X 1P8 Canada ",0.0,326.6755056849385
Pizza Pizza,"560 Parliament St (Prospect), Toronto ON M4X 1P8",LikelyOpen,321,43.664524,-79.36793,"68 Wellesley Street E Toronto, ON M4Y 1H2 Canada ",2.6,1049.3214278306862
Pizza Pizza,"560 Parliament St (Prospect), Toronto ON M4X 1P8",LikelyOpen,321,43.664524,-79.36793,"678 Queen Street E Toronto, ON M4M 1G8 Canada ",2.1,1489.8321744759344
241 Pizza,"451 Parliament St (Spruce St), Toronto ON M5A 3A3",LikelyOpen,109,43.664524,-79.36793,"451 Parliament Street Toronto, ON M5A 3A3 Canada ",2.6,116.81752967605496
Pizza Pizza,"297 Wellesley St E, Toronto ON M4X 1G9",LikelyOpen,416,43.664524,-79.36793,"297 Wellesley Street E Toronto, ON M4X 1G9 Canada ",2.0,413.4278437769045
Pizza Pizza,"297 Wellesley St E, Toronto ON M4X 1G9",LikelyOpen,416,43.664524,-79.36793,"560 Parliament Street Toronto, ON M4X 1P8 Canada ",0.0,326.6755056849385
Pizza Pizza,"297 Wellesley St E, Toronto ON M4X 1G9",LikelyOpen,416,43.664524,-79.36793,"68 Wellesley Street E Toronto, ON M4Y 1H2 Canada ",2.6,1049.3214278306862
Pizza Pizza,"297 Wellesley St E, Toronto ON M4X 1G9",LikelyOpen,416,43.664524,-79.36793,"678 Queen Street E Toronto, ON M4M 1G8 Canada ",2.1,1489.8321744759344
Domino's Pizza,"159 Wellesley St E (at Wellesley), Toronto ON M4Y 0H5",LikelyOpen,575,43.664524,-79.36793,"101-159 Wellesley Street E Toronto, ON M4Y 0H5 Canada ",2.0,613.4995738422385
Domino's Pizza,"159 Wellesley St E (at Wellesley), Toronto ON M4Y 0H5",LikelyOpen,575,43.664524,-79.36793,"478 Yonge St Toronto, ON M4Y 1X5 Canada ",2.5,1291.3167513891449
Domino's Pizza,"159 Wellesley St E (at Wellesley), Toronto ON M4Y 0H5",LikelyOpen,575,43.664524,-79.36793,"312 Queen Street E Toronto, ON M5A 1S8 Canada ",2.0,1022.0957218027048
Papa John's Pizza,"200 Dundas St E, Toronto ON M5R 4R2",LikelyOpen,824,43.664524,-79.36793,"200 Dundas Street E Suite E Toronto, ON M5R 4R2 Canada ",2.1,932.0355115034764
Pizza Pizza,"1900 Yonge St, Toronto ON M4S 1Z2",LikelyOpen,737,43.69711160305226,-79.40537298227844,"1923 Yonge Street Toronto, ON M4S 1Z2 Canada ",1.7,746.3812193751987
Pizza Pizza,"1900 Yonge St, Toronto ON M4S 1Z2",LikelyOpen,737,43.69711160305226,-79.40537298227844,"693 Mount Pleasant Road Toronto, ON M4S 2N4 Canada ",2.1,1652.2429419102248
Pizza Pizza,"1900 Yonge St, Toronto ON M4S 1Z2",LikelyOpen,737,43.69711160305226,-79.40537298227844,"2295 Yonge Street Toronto, ON M4P 2C6 Canada ",2.0,1309.6402244189876
Pizza Pizza,"1900 Yonge St, Toronto ON M4S 1Z2",LikelyOpen,737,43.69711160305226,-79.40537298227844,"1521 Yonge Street Toronto, ON M4T 1Z2 Canada ",2.1,1213.61477016618
Pizza Hut,"233 Eglinton Ave W, Toronto ON M4R 1A9",VeryLikelyOpen,847,43.69711160305226,-79.40537298227844,"233 Eglinton Avenue W Toronto, ON M4R 1A9 Canada ",1.7,857.814830740946
Pizza Shab,"1978 Yonge St, Toronto ON M4S 1Z7",LikelyOpen,726,43.69711160305226,-79.40537298227844,"1978 Yonge Street Toronto, ON M4S 1Z7 Canada ",4.7,727.1655996120827
Freshslice Pizza,"2025 Yonge St, Toronto ON M4S 2A2",LikelyOpen,839,43.69711160305226,-79.40537298227844,"2025 Yonge Street Toronto, ON M4S 2A2 Canada ",3.5,831.3562101932921
Pizza Del Arte,"1480 Bathurst St (at St, Clair Ave. W), Toronto ON M5P 3G9",LikelyOpen,949,43.67883,-79.408723,"1480 Bathurst Street Toronto, ON M5P 3G9 Canada ",3.6,948.20323820711
Pizza Nova,"603 Davenport Rd, Toronto ON M5R 1L1",LikelyOpen,320,43.67883,-79.408723,"603 Davenport Rd Toronto, ON M5R 1K9 Canada ",2.8,315.93921271458123
Pizza Pizza,"160 Kendal Ave, Toronto ON M5R 1M3",LikelyOpen,369,43.67883,-79.408723,"536 Saint Clair Avenue W Toronto, ON M6C 1A4 Canada ",3.3,1020.1333478832428
Pizza Pizza,"160 Kendal Ave, Toronto ON M5R 1M3",LikelyOpen,369,43.67883,-79.408723,"328 Bloor Street W Toronto, ON M5S 1W5 Canada ",1.6,1384.754199959133
Pizza Pizza,"160 Kendal Ave, Toronto ON M5R 1M3",LikelyOpen,369,43.67883,-79.408723,"1521 Yonge Street Toronto, ON M4T 1Z2 Canada ",2.1,1661.74624347349
Detroit Pizzeria,"1093 Bathurst St (Dupont), Toronto ON M5R 3G8",LikelyOpen,786,43.67883,-79.408723,"1093 Bathurst Street Toronto, ON M5R 3G8 Canada ",4.0,782.3339625011413
Bar Poet,"1090 Queen St W (Dovercourt Road), Toronto ON M6J 1H8",VeryLikelyOpen,490,43.639547,-79.420022,"1090 Queen Street W Toronto, ON M6J 1H7 Canada ",3.9,501.215269146457
Levetto,"68 Sudbury St (Dovercourt), Toronto ON M6J 0B7",LikelyOpen,259,43.639547,-79.420022,"68 Sudbury Street Toronto, ON M6J 3S7 Canada ",4.1,288.8194854692581
Pizzeria Badiali,"181 Dovercourt Rd (at Argyle St), Toronto ON M6J 3C6",VeryLikelyOpen,814,43.639547,-79.420022,"181 Dovercourt Road Toronto, ON M6J 3C6 Canada ",4.5,773.0760763317948
King Slice,"1130 Queen St W, Toronto ON M6J 1J3",LikelyOpen,519,43.639547,-79.420022,"1130 Queen Street W Toronto, ON M6J Canada ",3.7,528.6867807023496
Pizzaville,"171 E Liberty St, Toronto ON M6K 3P6",VeryLikelyOpen,207,43.639547,-79.420022,"171 East Liberty Street Unit 127B Toronto, ON M6K 3P6 Canada ",1.8,190.7934643504666
Pizza Nova,"901 King St W (at Strachan Ave), Toronto ON M5V 3H5",LikelyOpen,752,43.639547,-79.420022,"901 King Street W Toronto, ON M7A 2A9 Canada ",3.2,716.6430009514962
24 Hours Pizza Time,"1210 King St W (W of Dufferin St), Toronto ON M6K 1G4",LikelyOpen,613,43.639547,-79.420022,"1210 King Street W Toronto, ON M6K 1G4 Canada ",2.0,634.064464447575
Pizza Pizza,"1124 Queen St W, Toronto ON M6J 1J3",LikelyOpen,519,43.639547,-79.420022,"1124 Queen Street W Toronto, ON M6J 1J3 Canada ",3.8,520.288468998078
Pizza Pizza,"1124 Queen St W, Toronto ON M6J 1J3",LikelyOpen,519,43.639547,-79.420022,"1432 Queen Street W Toronto, ON M6K 1L9 Canada ",3.0,1243.2553010231743
Pizza Pizza,"1124 Queen St W, Toronto ON M6J 1J3",LikelyOpen,519,43.639547,-79.420022,"655 Queen Street W Toronto, ON M6J 1E6 Canada ",2.7,1517.6400216464383
Domino's Pizza,"1313 King St W (Cowan Ave), Toronto ON M6K 1G9",VeryLikelyOpen,944,43.639547,-79.420022,"1313 King Street W Toronto, ON M6K 1G9 Canada ",3.1,951.3300256272796
Domino's Pizza,"1313 King St W (Cowan Ave), Toronto ON M6K 1G9",VeryLikelyOpen,944,43.639547,-79.420022,"1671 Dundas Street W Toronto, ON M6K 1V2 Canada ",1.3,1789.6967963173645
Domino's Pizza,"1313 King St W (Cowan Ave), Toronto ON M6K 1G9",VeryLikelyOpen,944,43.639547,-79.420022,"51 Niagara Street Toronto, ON M5V 1C3 Canada ",1.9,1465.6367440954089
Pizzeria Libretto,"155 University Ave (at Pearl St), Toronto ON M5H 3B7",VeryLikelyOpen,533,43.650077,-79.391291,"155 University Avenue Toronto, ON M5H 3B7 Canada ",3.7,550.00553826195
Pizzeria Libretto,"155 University Ave (at Pearl St), Toronto ON M5H 3B7",VeryLikelyOpen,533,43.650077,-79.391291,"545 King Street W Toronto, ON M5V 1M1 Canada ",4.0,880.1375626888268
Maker Pizza,"55A Cameron St, Toronto ON M5T 2H1",LikelyOpen,535,43.650077,-79.391291,"59 Cameron Street Toronto, ON M5T 2H1 Canada ",3.8,547.036778542444
Fusaro's Kitchen,"147 Spadina Ave (at Richmond St. W.), Toronto ON M5V 2L7",VeryLikelyOpen,440,43.650077,-79.391291,"147 Spadina Avenue Toronto, ON M5V 2L7 Canada ",4.1,417.59375165594753
Pizzeria Via Mercanti,"188 Augusta Ave, Toronto ON M5T 2L6",VeryLikelyOpen,962,43.650077,-79.391291,"188 Augusta Avenue Toronto, ON M5T 1M1 Canada ",3.7,968.6267327934422
Jz's Pizza,"232 Wellington St W, Toronto ON M5V 3W1",VeryLikelyOpen,545,43.650077,-79.391291,"232 Wellington Street W Toronto, ON M5V 3W1 Canada ",4.1,548.8245246050495
Mamma's Pizza,"405 Richmond St W (at Spadina Ave.), Toronto ON M5V 1X3",LikelyOpen,423,43.650077,-79.391291,"249 Queens Quay W Toronto, ON M5J 2N5 Canada ",3.8,1330.7036462839783
Mamma's Pizza,"405 Richmond St W (at Spadina Ave.), Toronto ON M5V 1X3",LikelyOpen,423,43.650077,-79.391291,"405 Richmond St W Toronto, ON M5V 1X3 Canada ",2.0,415.6744020839861
Boston Pizza,"250 Front St W (John St), Toronto ON M5V 3G5",LikelyOpen,687,43.650077,-79.391291,"250 Front Street  W Unit 1C201 Toronto, ON M5V 3G5 Canada ",2.7,696.031222451878
Pizza Rustica,"37 Blue Jays Way, Toronto ON M5V 9G9",VeryLikelyOpen,574,43.650077,-79.391291,"37 Blue Jays Way Toronto, ON M5V 9G9 Canada ",2.4,566.3617129797366
Pizzeria Moretti,"328 Wellington St W (Blue Jays Way), Toronto ON M5V 3T4",VeryLikelyOpen,619,43.650077,-79.391291,"328 Wellington Street W The SoHo Hotel Toronto, ON M5V 3T4 Canada ",3.3,595.7662430693548
Pizza Pizza,"100 Training Ave, Toronto ON A1A 1A1",LikelyOpen,666,43.650077,-79.391291,"228 Queen Street W Toronto, ON M5V 1Z6 Canada ",1.8,101.4826762648431
Za Cafe Pizzeria + Bar,"372 Bay St, Toronto ON M5H 2W9",VeryLikelyOpen,803,43.650077,-79.391291,"372 Bay Street Toronto, ON M5H 2W9 Canada ",4.2,793.2221244608169
Pizza Pizza,"340 Front St W (Blue Jays Way), Toronto ON M5V 3W7",LikelyOpen,741,43.650077,-79.391291,"228 Queen Street W Toronto, ON M5V 1Z6 Canada ",1.8,101.4826762648431
Boston Pizza,"11 Channel Ave, Toronto ON M5J 1Y6",LikelyOpen,683,43.650077,-79.391291,"250 Front Street  W Unit 1C201 Toronto, ON M5V 3G5 Canada ",2.7,696.031222451878
Pizza Pizza,"20 Blue Jays Way, Toronto ON M5V 3W6",Unsure,696,43.650077,-79.391291,"228 Queen Street W Toronto, ON M5V 1Z6 Canada ",1.8,101.4826762648431
Pizza Pizza,"160 Kendal Ave, Toronto ON M5R 1M3",LikelyOpen,474,43.677778,-79.405556,"536 Saint Clair Avenue W Toronto, ON M6C 1A4 Canada ",3.3,1300.030694666416
Pizza Pizza,"160 Kendal Ave, Toronto ON M5R 1M3",LikelyOpen,474,43.677778,-79.405556,"328 Bloor Street W Toronto, ON M5S 1W5 Canada ",1.6,1215.132627377614
Pizza Pizza,"160 Kendal Ave, Toronto ON M5R 1M3",LikelyOpen,474,43.677778,-79.405556,"1521 Yonge Street Toronto, ON M4T 1Z2 Canada ",2.1,1591.9027585216422
Pizza Pizza,"160 Kendal Ave, Toronto ON M5R 1M3",LikelyOpen,474,43.677778,-79.405556,"558 Bloor Street W Toronto, ON M6G 1K1 Canada ",2.8,1473.589225205243
Pizza Nova,"603 Davenport Rd, Toronto ON M5R 1L1",LikelyOpen,484,43.677778,-79.405556,"603 Davenport Rd Toronto, ON M5R 1K9 Canada ",2.8,479.28587484086137
Pizza Nova,"603 Davenport Rd, Toronto ON M5R 1L1",LikelyOpen,484,43.677778,-79.405556,"997 Bay St Toronto, ON M5S 3C4 Canada ",3.1,2007.4735945399304
Detroit Pizzeria,"1093 Bathurst St (Dupont), Toronto ON M5R 3G8",LikelyOpen,872,43.677778,-79.405556,"1093 Bathurst Street Toronto, ON M5R 3G8 Canada ",4.0,872.832228602108
Metro Pizza & Chicken,"1856 Keele St, Toronto ON M6M 3X5",LikelyOpen,896,43.69254716689966,-79.46332759272917,"1856 Keele Street Toronto, ON M6M 1T7 Canada ",2.5,899.5069155871992
Pi Co,"1200 Bay St, Toronto ON M5R 2A5",LikelyOpen,492,43.6658804,-79.38761010000002,"180 Bloor St W Toronto, ON M5S 1T6 Canada ",4.0,681.1004831285105
Pi Co,"1200 Bay St, Toronto ON M5R 2A5",LikelyOpen,492,43.6658804,-79.38761010000002,"1200 Bay Street Toronto, ON M5R 2A5 Canada ",3.6,511.0206296220416
North of Brooklyn Pizzeria,"469 Church St (at Wellesley St.), Toronto ON M4Y 2C5",VeryLikelyOpen,617,43.6658804,-79.38761010000002,"469 Church Street Toronto, ON M4Y 2C5 Canada ",3.2,605.6455135763608
Pizza Nova,"1001 Bay St (St Joseph), Toronto ON M5S 3A6",LikelyOpen,57,43.6658804,-79.38761010000002,"997 Bay St Toronto, ON M5S 3C4 Canada ",3.1,54.452014352304566
Pizza Nova,"1001 Bay St (St Joseph), Toronto ON M5S 3A6",LikelyOpen,57,43.6658804,-79.38761010000002,"526 Church Street Toronto, ON M4Y 2E1 Canada ",2.9,565.0343974164746
